iteration,walker,accepted,likelihood,b0,b1,b2,b3,Te
67.0,1.0,0.0,-12354340.652446404,1787.64374680712,-0.08501927403219088,-0.027972047199535374,0.018364985702548468,456.13731683400755
69.0,0.0,0.0,-733760.2971893529,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
70.0,1.0,0.0,-19962326.168845274,1787.64374680712,-0.08501927403219088,-0.027972047199535374,0.018364985702548468,456.13731683400755
72.0,0.0,0.0,-661584.814937993,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
73.0,1.0,0.0,-11534580.435649056,1787.64374680712,-0.08501927403219088,-0.027972047199535374,0.018364985702548468,456.13731683400755
75.0,0.0,0.0,-817458.7519462769,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
76.0,1.0,0.0,-12704284.213728169,1787.64374680712,-0.08501927403219088,-0.027972047199535374,0.018364985702548468,456.13731683400755
78.0,0.0,0.0,-522709.01719309005,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
79.0,1.0,0.0,-15978460.390535219,1787.64374680712,-0.08501927403219088,-0.027972047199535374,0.018364985702548468,456.13731683400755
81.0,0.0,0.0,-805929.8826821673,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
82.0,1.0,0.0,-8896067.640215503,1779.4291234243324,-0.08361032247757419,-0.027864135177477642,0.01706387805268929,449.8247328246909
84.0,0.0,0.0,-568886.3291034716,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
85.0,1.0,0.0,-13653799.723382428,1779.4291234243324,-0.08361032247757419,-0.027864135177477642,0.01706387805268929,449.8247328246909
87.0,0.0,0.0,-640942.8491674335,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
88.0,1.0,0.0,-13077635.594407601,1779.4291234243324,-0.08361032247757419,-0.027864135177477642,0.01706387805268929,449.8247328246909
90.0,0.0,0.0,-739380.0983844142,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
91.0,1.0,0.0,-15963628.200227132,1779.4291234243324,-0.08361032247757419,-0.027864135177477642,0.01706387805268929,449.8247328246909
93.0,0.0,0.0,-589622.8355556597,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
94.0,1.0,0.0,-8742746.343939861,1779.4291234243324,-0.08361032247757419,-0.027864135177477642,0.01706387805268929,449.8247328246909
96.0,0.0,0.0,-529089.5638343748,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
97.0,1.0,0.0,-15157578.737608831,1776.0381510675463,-0.08294939383177598,-0.029557345474776342,0.01594074929795141,435.3559061895055
99.0,0.0,0.0,-833974.592032545,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
100.0,1.0,0.0,-18960377.824111875,1785.5589172523348,-0.08278940470725843,-0.03043273373019553,0.01628171113448641,436.44508702196856
102.0,0.0,0.0,-467819.0998125503,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
103.0,1.0,0.0,-13533777.29768974,1785.5589172523348,-0.08278940470725843,-0.03043273373019553,0.01628171113448641,436.44508702196856
105.0,0.0,0.0,-819541.3873409125,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
106.0,1.0,0.0,-11712547.70723488,1785.5589172523348,-0.08278940470725843,-0.03043273373019553,0.01628171113448641,436.44508702196856
108.0,0.0,0.0,-682451.5824538558,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
109.0,1.0,0.0,-10740839.402714686,1785.5589172523348,-0.08278940470725843,-0.03043273373019553,0.01628171113448641,436.44508702196856
111.0,0.0,0.0,-554096.927384654,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
112.0,1.0,0.0,-6966134.09713795,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
114.0,0.0,0.0,-778978.2198162319,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
115.0,1.0,0.0,-8733273.745281765,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
117.0,0.0,0.0,-858749.393579253,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
118.0,1.0,0.0,-9147629.912573524,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
120.0,0.0,0.0,-736461.4705263701,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
121.0,1.0,0.0,-12666582.78096509,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
123.0,0.0,0.0,-682542.6329363965,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
124.0,1.0,0.0,-8038534.911176894,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
126.0,0.0,0.0,-775884.7696743754,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
127.0,1.0,0.0,-8574600.521265447,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
129.0,0.0,0.0,-733269.1710539158,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
130.0,1.0,0.0,-12315286.840874854,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
132.0,0.0,0.0,-565907.5930279633,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
133.0,1.0,0.0,-7858955.365494482,1774.586221191329,-0.08292019836054465,-0.03079428402413376,0.015108375029853714,428.1330009297722
135.0,0.0,0.0,-521780.5075168104,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
136.0,1.0,1.0,-7069071.83629543,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
138.0,0.0,0.0,-768741.5711433936,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
139.0,1.0,0.0,-6564814.102508986,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
141.0,0.0,0.0,-835781.1077698563,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
142.0,1.0,0.0,-7271659.312672756,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
144.0,0.0,0.0,-864743.3451465678,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
145.0,1.0,0.0,-5768670.153265869,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
147.0,0.0,0.0,-839895.9861715923,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
148.0,1.0,0.0,-7777658.998431126,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
150.0,0.0,0.0,-656771.9303237259,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
151.0,1.0,0.0,-9580653.055492306,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
153.0,0.0,0.0,-696473.6978784675,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
154.0,1.0,0.0,-7311225.668677214,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
156.0,0.0,0.0,-527774.7784518915,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
157.0,1.0,0.0,-9340535.42830637,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
159.0,0.0,0.0,-660854.455183756,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
160.0,1.0,0.0,-5456757.739472151,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
162.0,0.0,0.0,-696656.6629566792,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
163.0,1.0,0.0,-5688733.987237841,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
165.0,0.0,0.0,-480246.7953578402,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
166.0,1.0,0.0,-7254945.256895744,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
168.0,0.0,0.0,-888763.0050967239,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
169.0,1.0,0.0,-5714262.223707761,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
171.0,0.0,0.0,-609874.4225619113,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
172.0,1.0,0.0,-8202213.307764722,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
174.0,0.0,0.0,-769713.6944162807,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
175.0,1.0,0.0,-8213222.325544744,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
177.0,0.0,0.0,-816055.55396816,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
178.0,1.0,0.0,-5775342.396848741,1779.1776116954093,-0.084133018294328,-0.03155145303217743,0.014389557480633688,421.0990418896908
180.0,0.0,0.0,-894215.6334475953,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
181.0,1.0,1.0,-4494865.127575625,1776.2394226734054,-0.08499683393779049,-0.03344999957817532,0.013381743557208989,413.6312894341209
183.0,0.0,0.0,-672724.3573979252,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
184.0,1.0,0.0,-4374079.10295012,1776.2394226734054,-0.08499683393779049,-0.03344999957817532,0.013381743557208989,413.6312894341209
186.0,0.0,0.0,-657911.8003195638,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
187.0,1.0,0.0,-4370918.705674226,1776.2394226734054,-0.08499683393779049,-0.03344999957817532,0.013381743557208989,413.6312894341209
189.0,0.0,0.0,-715698.6309279071,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
190.0,1.0,0.0,-4948223.177661866,1770.1629945289094,-0.08355774369680855,-0.03280425324154237,0.01299518935983263,415.0338413212764
192.0,0.0,0.0,-818205.9055769359,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
193.0,1.0,0.0,-2676561.168190447,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
195.0,0.0,0.0,-854483.4616063312,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
196.0,1.0,0.0,-3596504.9926465666,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
198.0,0.0,0.0,-589593.1277698426,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
199.0,1.0,0.0,-3122801.897988685,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
201.0,0.0,0.0,-663691.4046540549,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
202.0,1.0,0.0,-4361108.854513064,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
204.0,0.0,0.0,-606211.2020573006,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
205.0,1.0,0.0,-3789153.891479996,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
207.0,0.0,0.0,-546792.146647893,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
208.0,1.0,0.0,-4715178.504143727,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
210.0,0.0,0.0,-831317.8401394334,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
211.0,1.0,0.0,-2954196.2920660307,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
213.0,0.0,0.0,-876542.9355358895,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
214.0,1.0,0.0,-3447161.9916687733,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
216.0,0.0,0.0,-548816.3391079541,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
217.0,1.0,0.0,-2891262.2632905724,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
219.0,0.0,0.0,-562217.7043091188,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
220.0,1.0,0.0,-2912870.643349421,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
222.0,0.0,0.0,-755984.4942445081,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
223.0,1.0,0.0,-2765546.698658025,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
225.0,0.0,0.0,-557580.8425743711,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
226.0,1.0,0.0,-4997729.245936726,1772.6677582920272,-0.08267321258031363,-0.03301190717050228,0.012715659286039155,400.3524665006496
228.0,0.0,0.0,-868308.2300233606,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
229.0,1.0,0.0,-4024609.420349185,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
231.0,0.0,0.0,-520868.30320548645,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
232.0,1.0,0.0,-3527076.617559921,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
234.0,0.0,0.0,-537411.5537497171,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
235.0,1.0,0.0,-4871712.876287283,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
237.0,0.0,0.0,-883715.2474894521,1748.5029974750712,-0.06420801399800782,-0.002927938060038194,0.0005320874257940424,512.830202709497
238.0,1.0,0.0,-3246700.191318021,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
240.0,0.0,1.0,-790119.6945108997,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
241.0,1.0,0.0,-3827132.8243284523,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
243.0,0.0,0.0,-793657.4694727291,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
244.0,1.0,0.0,-4409075.417449029,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
246.0,0.0,0.0,-1194142.9699993539,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
247.0,1.0,0.0,-4085806.2124060425,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
249.0,0.0,0.0,-1087645.317157703,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
250.0,1.0,0.0,-3433883.951757135,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
252.0,0.0,0.0,-1266889.8581132991,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
253.0,1.0,0.0,-5268338.9437863,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
255.0,0.0,0.0,-853520.5730155588,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
256.0,1.0,0.0,-2965183.2707182937,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
258.0,0.0,0.0,-819745.2169815203,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
259.0,1.0,0.0,-4100318.7095548976,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
261.0,0.0,0.0,-1114763.6718584914,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
262.0,1.0,0.0,-3471921.556935512,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
264.0,0.0,0.0,-876397.6590540766,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
265.0,1.0,0.0,-3014823.287644396,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
267.0,0.0,0.0,-933864.8099909562,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
268.0,1.0,0.0,-3172232.088501224,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
270.0,0.0,0.0,-799530.9183457736,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
271.0,1.0,0.0,-4672494.221418602,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
273.0,0.0,0.0,-836320.6436376517,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
274.0,1.0,0.0,-4599407.811816875,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
276.0,0.0,0.0,-1245088.4164325707,1747.052865181814,-0.06546087643732731,-0.004262200802368521,-0.00023095898512365785,492.79526149578555
277.0,1.0,0.0,-3002826.5982283596,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
279.0,0.0,1.0,-576095.0483357167,1753.8672054405797,-0.06480661247552334,-0.004424087459534378,0.0021554500181717186,504.3785978142033
280.0,1.0,0.0,-3018705.574841114,1773.8583946927897,-0.08256204147892822,-0.03455070431874294,0.012830697746935597,404.8726886801369
282.0,0.0,0.0,-496192.1748728613,1753.8672054405797,-0.06480661247552334,-0.004424087459534378,0.0021554500181717186,504.3785978142033
283.0,1.0,1.0,-2822601.2552289837,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
285.0,0.0,0.0,-611242.6437582892,1753.8672054405797,-0.06480661247552334,-0.004424087459534378,0.0021554500181717186,504.3785978142033
286.0,1.0,0.0,-4026958.824615691,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
288.0,0.0,0.0,-534874.7271167947,1753.8672054405797,-0.06480661247552334,-0.004424087459534378,0.0021554500181717186,504.3785978142033
289.0,1.0,0.0,-4295980.4427513555,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
291.0,0.0,0.0,-890187.3651945894,1753.8672054405797,-0.06480661247552334,-0.004424087459534378,0.0021554500181717186,504.3785978142033
292.0,1.0,0.0,-4210148.353104488,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
294.0,0.0,0.0,-635605.1718259271,1753.8672054405797,-0.06480661247552334,-0.004424087459534378,0.0021554500181717186,504.3785978142033
295.0,1.0,0.0,-3671228.4463273836,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
297.0,0.0,0.0,-513328.516473595,1751.8330139770314,-0.06474672584907072,-0.005653733656567251,0.0019200079543135512,497.76180219589446
298.0,1.0,0.0,-3071553.3332471275,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
300.0,0.0,0.0,-362515.4183077506,1751.8330139770314,-0.06474672584907072,-0.005653733656567251,0.0019200079543135512,497.76180219589446
301.0,1.0,0.0,-3582111.9133644085,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
303.0,0.0,0.0,-430188.9675768275,1751.8330139770314,-0.06474672584907072,-0.005653733656567251,0.0019200079543135512,497.76180219589446
304.0,1.0,0.0,-4546967.448625858,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
306.0,0.0,0.0,-479522.30370509543,1751.8330139770314,-0.06474672584907072,-0.005653733656567251,0.0019200079543135512,497.76180219589446
307.0,1.0,0.0,-3452634.101146793,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
309.0,0.0,0.0,-518334.7427184336,1751.8330139770314,-0.06474672584907072,-0.005653733656567251,0.0019200079543135512,497.76180219589446
310.0,1.0,0.0,-3585736.154656061,1772.5890524052656,-0.0839048325487144,-0.03409694346834656,0.012961800750996027,390.95353140855
